Steps,Policy/Extrinsic Value Estimate,Policy/GAIL Value Estimate,Losses/Value Loss,Losses/Policy Loss,Losses/GAIL Loss,Policy/GAIL Policy Estimate,Policy/GAIL Expert Estimate,Losses/Pretraining Loss,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Policy/GAIL Reward
2510000,0.36744565,6.036729,None,None,None,None,None,None,1.3058082,4.9189286e-05,None,None,None,None
2515000,0.3539673,7.024434,1.9592952,0.05178761,0.22269925,0.08120835,0.93668467,0.0,1.305177,4.872849e-05,None,None,None,None
2520000,0.28293788,6.6081367,None,None,None,None,None,None,1.305177,4.83142e-05,16.526840172252378,4981.0,16.34456859959755,484.91673783469014
2525000,0.2795314,7.83398,None,None,None,None,None,None,1.3051771,4.7796086e-05,None,None,16.89138303848449,187.83133593201637
2530000,0.4460078,6.9668303,None,None,None,None,None,None,1.305177,4.7181675e-05,None,None,None,None
2535000,0.41247028,8.187691,None,None,None,None,None,None,1.305177,4.67209e-05,None,None,None,None
2540000,0.43186945,6.7303414,2.7766855,0.045500685,0.23293878,0.08513243,0.9348699,0.0,1.3046519,4.6260095e-05,None,None,None,None
2545000,0.27000955,6.160829,None,None,None,None,None,None,1.3041266,4.5799297e-05,None,None,None,None
2550000,0.27941018,8.005526,None,None,None,None,None,None,1.3041266,4.5338482e-05,None,None,None,None
2555000,0.37545666,5.7130737,None,None,None,None,None,None,1.3041266,4.472408e-05,None,None,None,None
2560000,0.39093208,5.9919834,None,None,None,None,None,None,1.3041266,4.42633e-05,None,None,None,None
2565000,0.2861586,6.293132,None,None,None,None,None,None,1.3041266,4.3802487e-05,None,None,None,None
2570000,0.41809312,6.4760427,2.3052037,0.049746595,0.21753271,0.08160834,0.94020647,0.0,1.3042018,4.3188094e-05,None,None,None,None
2575000,0.4301169,6.8348155,None,None,None,None,None,None,1.3042018,4.272728e-05,None,None,None,None
2580000,0.24925034,6.3087745,None,None,None,None,None,None,1.3042017,4.2312993e-05,17.52023546960997,4981.0,18.512986445537535,510.94667549291626
2585000,0.29242873,5.4151754,None,None,None,None,None,None,1.304202,4.1794898e-05,None,None,15.534733159001917,229.59877986460924
2590000,0.23901248,3.8647645,None,None,None,None,None,None,1.3042018,4.1180494e-05,None,None,None,None
2595000,0.24312273,7.127275,2.2485683,0.04783122,0.20196964,0.073649704,0.94307363,0.0,1.3037883,4.071969e-05,None,None,None,None
2600000,0.4424296,6.97574,None,None,None,None,None,None,1.3037883,4.0258885e-05,None,None,None,None
2605000,0.35729513,7.3660545,None,None,None,None,None,None,1.3037883,3.9798095e-05,None,None,None,None
2610000,0.36247957,8.725394,None,None,None,None,None,None,1.3037883,3.9337297e-05,None,None,None,None
2615000,0.3235352,5.1037154,None,None,None,None,None,None,1.3037883,3.872289e-05,None,None,None,None
2620000,0.33582288,7.7046723,None,None,None,None,None,None,1.3037883,3.8262086e-05,None,None,None,None
2625000,0.37340188,9.570221,2.1973746,0.049327984,0.22912589,0.085671976,0.9359696,0.0,1.3033321,3.7801277e-05,None,None,None,None
2630000,0.27504998,5.176106,None,None,None,None,None,None,1.3033321,3.7186895e-05,None,None,None,None
2635000,0.38133365,7.4161386,None,None,None,None,None,None,1.3033321,3.6726095e-05,None,None,None,None
2640000,0.32464162,9.097604,None,None,None,None,None,None,1.303332,3.63118e-05,15.484634232708231,4981.0,14.607786034408491,475.0872985571623
2645000,0.28226408,9.097744,None,None,None,None,None,None,1.3033321,3.5793688e-05,None,None,17.238330829306506,231.18239306099713
2650000,0.4688767,5.740767,2.0483673,0.046146207,0.25416815,0.09406569,0.92993134,0.0,1.3034317,3.517929e-05,None,None,None,None
2655000,0.38108158,6.9665313,None,None,None,None,None,None,1.3034317,3.471849e-05,None,None,None,None
2660000,0.41582647,8.1072445,None,None,None,None,None,None,1.3034317,3.4257693e-05,None,None,None,None
2665000,0.4523623,8.371707,None,None,None,None,None,None,1.3034317,3.3796885e-05,None,None,None,None
2670000,0.41811728,8.226428,None,None,None,None,None,None,1.3034317,3.3336088e-05,None,None,None,None
2675000,0.35739848,4.1390443,2.306791,0.050062146,0.23667116,0.08815691,0.9363882,0.0,1.3032681,3.272169e-05,None,None,None,None
2680000,0.37144706,6.4038687,None,None,None,None,None,None,1.3031045,3.2260894e-05,None,None,None,None
2685000,0.38877502,7.763112,None,None,None,None,None,None,1.3031045,3.180009e-05,None,None,None,None
2690000,0.30205724,5.137206,None,None,None,None,None,None,1.3031045,3.1185686e-05,None,None,None,None
2695000,0.25529072,7.6102905,None,None,None,None,None,None,1.3031045,3.0724885e-05,None,None,None,None
2700000,0.47928643,9.184218,None,None,None,None,None,None,1.3031045,3.0310606e-05,18.377434787136128,4981.0,19.216490041057114,510.54113339819014
2705000,0.1509769,8.031485,2.1350513,0.052615043,0.2210834,0.07875098,0.9378514,0.0,1.3030279,2.9792498e-05,None,None,16.69932419678662,176.4833420328796
2710000,0.3068153,6.2705746,None,None,None,None,None,None,1.3030279,2.917809e-05,None,None,None,None
2715000,0.3708706,6.3168454,None,None,None,None,None,None,1.3030279,2.8717295e-05,None,None,None,None
2720000,0.5129623,8.588726,None,None,None,None,None,None,1.3030279,2.825649e-05,None,None,None,None
2725000,0.41207364,6.714621,None,None,None,None,None,None,1.3030279,2.77957e-05,None,None,None,None
2730000,0.35093755,7.117762,3.3026056,0.05274159,0.22938801,0.08516446,0.9365565,0.0,1.3029776,2.7334896e-05,None,None,None,None
2735000,0.38302287,8.507831,None,None,None,None,None,None,1.3029273,2.6720492e-05,None,None,None,None
2740000,0.4284044,6.644385,None,None,None,None,None,None,1.3029273,2.625969e-05,None,None,None,None
2745000,0.340822,7.0399947,None,None,None,None,None,None,1.3029273,2.5798898e-05,None,None,None,None
2750000,0.3356126,5.401427,None,None,None,None,None,None,1.3029273,2.5184498e-05,None,None,None,None
2755000,0.39584827,7.785101,None,None,None,None,None,None,1.3029273,2.4723697e-05,None,None,None,None
2760000,0.38768387,7.236789,1.9397002,0.05090741,0.22834383,0.08347893,0.93446493,0.0,1.3028305,2.4309404e-05,18.74129016245509,4981.0,17.420140387956053,506.34892996400595
2765000,0.30144536,7.4035172,None,None,None,None,None,None,1.3028307,2.379129e-05,None,None,20.590899835154413,202.6909121185541
2770000,0.46017066,7.596357,None,None,None,None,None,None,1.3028306,2.3176903e-05,None,None,None,None
2775000,0.28830272,8.788331,None,None,None,None,None,None,1.3028306,2.2716094e-05,None,None,None,None
2780000,0.32319573,4.4342523,None,None,None,None,None,None,1.3028306,2.2255295e-05,None,None,None,None
2785000,0.37222904,6.6063523,2.8485358,0.049968448,0.23465188,0.08617776,0.93574065,0.0,1.3025566,2.179449e-05,None,None,None,None
2790000,0.32990894,7.5221505,None,None,None,None,None,None,1.3025566,2.1333686e-05,None,None,None,None
2795000,0.42274123,7.2570553,None,None,None,None,None,None,1.3025566,2.0719299e-05,None,None,None,None
2800000,0.35363725,7.0557547,None,None,None,None,None,None,1.3025566,2.0258498e-05,None,None,None,None
2805000,0.5027771,8.700309,None,None,None,None,None,None,1.3025566,1.9797695e-05,None,None,None,None
2810000,0.401815,4.498278,1.9160855,0.051309384,0.2318111,0.084404215,0.93469286,0.0,1.3025969,1.9183288e-05,None,None,None,None
2815000,0.3272625,5.7567706,None,None,None,None,None,None,1.302637,1.8722505e-05,None,None,None,None
2820000,0.25465512,5.5979795,None,None,None,None,None,None,1.3026371,1.830821e-05,18.70060686777803,4981.0,16.392291689524427,493.5844988418477
2825000,0.4686269,7.190753,None,None,None,None,None,None,1.302637,1.7790098e-05,None,None,21.93224843889475,174.15663811564445
2830000,0.46422172,5.8085146,None,None,None,None,None,None,1.302637,1.7175691e-05,None,None,None,None
2835000,0.40883103,8.791304,None,None,None,None,None,None,1.302637,1.6714886e-05,None,None,None,None
2840000,0.37049636,6.3366103,2.1954658,0.053193185,0.21523067,0.07844107,0.9408593,0.0,1.3025687,1.6254104e-05,None,None,None,None
2845000,0.4156441,6.8750825,None,None,None,None,None,None,1.3025687,1.57933e-05,None,None,None,None
2850000,0.3127708,6.5854707,None,None,None,None,None,None,1.3025687,1.53325e-05,None,None,None,None
2855000,0.32123634,6.7299356,None,None,None,None,None,None,1.3025687,1.4718091e-05,None,None,None,None
2860000,0.31237546,9.55427,None,None,None,None,None,None,1.3025687,1.4257286e-05,None,None,None,None
2865000,0.39426908,7.239441,1.9409488,0.047416404,0.20768262,0.078089505,0.9431055,0.0,1.3025504,1.37965035e-05,None,None,None,None
2870000,0.43861896,5.8793235,None,None,None,None,None,None,1.3025323,1.31821e-05,None,None,None,None
2875000,0.37255582,8.016733,None,None,None,None,None,None,1.3025323,1.2721298e-05,None,None,None,None
2880000,0.35135785,8.130882,None,None,None,None,None,None,1.3025323,1.2307001e-05,20.328867119565377,4981.0,19.43098177378332,567.8161413733449
2885000,0.35172164,8.690774,None,None,None,None,None,None,1.3025323,1.1788898e-05,None,None,21.58590669427067,169.7534883454442
2890000,0.29739335,4.47189,2.8820682,0.049894694,0.23614238,0.08560157,0.93392885,0.0,1.3025007,1.1174503e-05,None,None,None,None
2895000,0.33476144,7.5736337,None,None,None,None,None,None,1.3024691,1.07137e-05,None,None,None,None
2900000,0.2855462,5.9539456,None,None,None,None,None,None,1.3024691,1.0252895e-05,None,None,None,None
2905000,0.42847395,6.3758693,None,None,None,None,None,None,1.3024691,9.792091e-06,None,None,None,None
2910000,0.2788395,6.539725,None,None,None,None,None,None,1.3024691,9.3313065e-06,None,None,None,None
2915000,0.20416465,5.437192,None,None,None,None,None,None,1.3024691,8.716902e-06,None,None,None,None
2920000,0.4000385,7.9954786,1.6979023,0.051104628,0.20465864,0.07659938,0.94495946,0.0,1.3023251,8.2561e-06,None,None,None,None
2925000,0.4104351,9.713651,None,None,None,None,None,None,1.3023251,7.795295e-06,None,None,None,None
2930000,0.4116397,8.173208,None,None,None,None,None,None,1.3023251,7.1809004e-06,None,None,None,None
2935000,0.30532873,7.7453775,None,None,None,None,None,None,1.3023251,6.720104e-06,None,None,None,None
2940000,0.29192248,7.5108757,None,None,None,None,None,None,1.3023252,6.3058123e-06,15.580249883326664,4981.0,15.130656585313513,581.6947931753738
2945000,0.4926386,5.8285832,3.014299,0.05448182,0.24271089,0.089268625,0.9332483,0.0,1.3023229,5.787698e-06,None,None,16.209680401324295,190.70798440203072
2950000,0.22138871,6.037279,None,None,None,None,None,None,1.3023205,5.173293e-06,None,None,None,None
2955000,0.29898947,7.0778236,None,None,None,None,None,None,1.3023205,4.7125072e-06,None,None,None,None
2960000,0.42689836,5.6992364,None,None,None,None,None,None,1.3023205,4.2517045e-06,None,None,None,None
2965000,0.16818394,6.3585987,None,None,None,None,None,None,1.3023205,3.790901e-06,None,None,None,None
2970000,0.14026332,6.9946394,None,None,None,None,None,None,1.3023205,3.330098e-06,None,None,None,None
2975000,0.3583518,6.269087,1.9681981,0.048464797,0.21379569,0.07842973,0.9404583,0.0,1.3022803,2.715693e-06,None,None,None,None
2980000,0.17482863,7.2971873,None,None,None,None,None,None,1.3022803,2.254907e-06,None,None,None,None
2985000,0.48822826,8.221571,None,None,None,None,None,None,1.3022803,1.7941039e-06,None,None,None,None
2990000,0.3720026,5.424267,None,None,None,None,None,None,1.3022803,1.1796997e-06,None,None,None,None
2995000,0.26650396,8.14685,None,None,None,None,None,None,1.3022803,7.1889616e-07,None,None,None,None
3000000,0.34959337,7.409554,2.040904,0.048351426,0.2163545,0.07755766,0.9385069,0.0,1.3022804,3.0460913e-07,17.18311453010847,4981.0,17.866377409048646,478.75204904803206
